# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_student_stair_height_low,track_student_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_student_stair_height_high,track_student_stair_height_high,plr_track_stair_steps,track_stair_steps,plr_track_student_stair_steps,track_student_stair_steps,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,plr_track_ued_stair_height_low,track_ued_stair_height_low,plr_track_ued_stair_height_high,track_ued_stair_height_high,plr_track_ued_stair_steps,track_ued_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Hard-Eval-v0,test_returns:BipedalWalker-MADS-Hard-Eval-v0,sps,target_agent_return
10,1784616611.6421437,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.245756406337023,,5.4955142326653,,9.342360151000321,,0.7513057310134172,,3.7534803482703865,,1.6795517208520323,,4.65645503718406,,7.375,-1.1098198890686035,-0.001243694219738245,0.32097833091393113,1.4487408585846424,1671168,2836,816,51,-115.253334,0.03179788248380646,-0.00246999809423869,3.8683333829045297,-110.23966,0.07285876423120499,-0.0022299250413198024,3.928820011019707,,,0.95,0.85,0.5409483150363458,0.5581120866608147,1.4934842116955611,0.0,-124.575035,2825.4309862236,-115.253334
11,1784616671.3904693,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.4685106268152595,,5.266296491026878,,9.288470927160233,,0.7316214245511219,,3.6860223130788654,,1.656580412054609,,4.698355050757527,,7.25,-0.5907782912254333,-0.00256791508581955,0.20286486041732132,1.4538300335407257,1835008,3120,896,56,-124.612366,0.03564825658686459,-0.0018713221783400514,3.7553947031497956,-114.25781,0.055620019370689985,-0.0024196322134230285,3.79473584741354,,,0.95,0.85,0.5585363046262154,0.607686872061567,1.4810223747006457,0.0,-128.13583,2742.1721717524842,-124.612366
12,1784616732.289953,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.086546298902249,,6.215517085976899,,9.804045625962317,,1.1433831667527556,,4.086557841859758,,2.0420624224934727,,4.86312178010121,,8.3125,-0.34084218740463257,-0.006634805060457438,0.17780151357874274,1.4612104818224907,1998848,3379,976,61,-113.441444,0.03163094407645985,-0.0017258074891287833,3.6298375502228737,-108.41173,0.04954107201192528,-0.0027912022938835434,3.662556992471218,,,0.95,0.85,0.6334730230178659,0.6060610070442134,1.0581173761752765,0.0,-100.13731,2690.3357552992434,-113.441444
13,1784616794.0296493,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.872676502913237,,6.275622671935707,,9.84614191018045,,1.070318705169484,,4.070226560434094,,2.0994536243379116,,4.865303359198151,,8.3125,-0.33591532707214355,-0.024265535932499915,0.14613587595522404,1.4679864905774593,2162688,3618,1056,66,-89.67568,0.01216098950826563,-0.0012241770076798276,3.456082470715046,-120.12905,0.03810970783233643,-0.0006287953088758514,3.477392241358757,,,0.95,0.85,0.6648480486395817,0.6865681804466574,0.8597347590281602,0.0,-109.24147,2653.7180216134484,-89.67568
14,1784616855.1021008,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.118460866622627,,5.898045154288411,,9.695341506041586,,1.0484516669530421,,3.8574949803296477,,1.854918203053785,,4.923105640336871,,8.3125,-0.5142305493354797,0.0011635253322310746,0.2952051206957549,1.4689681939780712,2326528,3873,1136,71,-91.75093,0.011012446705717594,-0.0016971947814454324,3.2201962888240816,-107.12205,0.04364021884975955,-0.002042475523194298,3.320473797619343,,,0.95,0.85,0.7665500513599186,0.7246918149251711,1.2812969302404777,0.0,-101.34783,2682.715170033133,-91.75093
15,1784616919.9081378,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.271614574827254,,6.32327285874635,,9.710204948787577,,1.1253017894923687,,4.03358986065723,,2.091287639224902,,4.884138409979641,,8.3125,-0.16014784574508667,3.329914761707187e-05,0.10319336014799774,1.4665660336613655,2490368,4095,1216,76,-86.02437,0.009614573974977248,-0.0011864422471262515,2.986018554866314,-91.996475,0.02910524916369468,-0.0003337856353027746,3.112459401786327,,,0.95,0.85,0.8229867780234988,0.809215013767744,0.7384209481636128,0.0,-107.54845,2528.1582550356306,-86.02437
16,1784616982.65845,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.776229186914861,,6.108488520607352,,9.664394032210112,,0.853798424359411,,3.8617334776790813,,1.9130049275700003,,4.860402175283525,,8.0,-0.9079259634017944,-0.0011245381901971996,0.31432332657277584,1.4801012203097343,2654208,4327,1296,81,-78.553085,0.00890736652072519,-0.0014086976880207658,2.7535390466451646,-109.94307,0.056746735144406556,-0.0010540731826040428,2.922943040728569,,,0.95,0.85,0.8630766085411612,0.8582279495907361,1.3578386209942286,0.0,-93.277534,2610.9844168812597,-78.553085
17,1784617043.9315891,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.455689986236393,,6.244404525496066,,9.827202320098877,,1.2663392378017306,,4.158081962843426,,2.110401044250466,,4.943773477105424,,8.3125,-0.7732636332511902,-0.004329939431045204,0.2120935064740479,1.4815907403826714,2818048,4575,1376,86,-76.15809,0.008366361373919062,-0.0020219065350829623,2.566539393365383,-103.384766,0.05373081404250115,-0.0009043551952345296,2.7026925191283224,,,0.95,0.85,0.9721495771641118,0.8734929715169027,0.6897374028582022,0.0,-80.29171,2673.928300451497,-76.15809
18,1784617104.4412687,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.3227313561365,,6.030263107037172,,9.655611085239798,,1.0982249034568667,,4.155211751232855,,2.313154920178931,,4.9847517346497625,,8.125,-0.5922308564186096,-0.0003870188957080245,0.24784254003316164,1.4895985312759876,2981888,4791,1456,91,-73.11871,0.007861301000230015,0.0001762375708494801,2.3457659974694254,-107.028885,0.04350410611368716,-0.0007752066834655124,2.4564618706703185,,,0.95,0.85,1.083850794587833,0.9418881690066728,0.6441278194425613,0.0,-88.37848,2707.6689397701048,-73.11871
19,1784617163.7031326,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.807204295881093,,6.654722531326115,,10.0,,1.4122422328218818,,4.348198154941201,,2.278928615618497,,4.97808641474694,,8.6875,-0.11881197988986969,-0.00024306075647473335,0.16299830679781735,1.4905020631849766,3145728,4995,1536,96,-69.7238,0.008200691873207688,-0.0012549160441267305,2.1065693736076354,-80.40536,0.02573576819850132,5.708095413865521e-05,2.2316956639289858,,,0.95,0.85,1.071311378423351,1.073481422563018,0.7041779731972889,0.0,-82.71608,2764.6758845262243,-69.7238
20,1784617223.4327965,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.37849388527684,,6.015282559907064,,9.70273522217758,,1.0004823161289096,,4.020320579409599,,2.021286299044732,,4.810696470551193,,8.0,-1.1132525205612183,-0.006152974150609225,0.31010225182399154,1.5004337467253208,3309568,5245,1616,101,-68.267746,0.008225758871412836,0.00034804186725523323,1.9288137778639793,-95.78697,0.07493149929214268,-0.0004435123017174192,2.0343666091561317,,,0.95,0.85,1.0964330672683391,1.0923279627900566,0.6970827773895931,0.0,-92.31654,2743.0261421099,-68.267746
21,1784617285.0601604,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.984633880667388,,6.217047562589869,,9.600447041681036,,1.0260819018585607,,3.9185586688108742,,1.9964891647687182,,4.875674544076901,,7.9375,-0.9463520050048828,-0.0020637497073039412,0.4194017006084323,1.5124257393181324,3473408,5495,1696,106,-64.34108,0.006730529546621256,-0.0006731084271450527,1.743373367935419,-102.4254,0.043762863613665104,0.0006723245591274462,1.871170711517334,,,0.95,0.85,1.2293104467206768,1.1676477625044022,1.1383344587663256,0.0,-97.09665,2658.5609529571793,-64.34108
22,1784617344.620629,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.323175273137167,,6.388935327529907,,9.909298838116229,,1.2597350352443755,,4.114812690997496,,1.942005681223236,,4.902500290481839,,8.375,-0.760075569152832,-0.004367159795947373,0.34394616540521383,1.5163812078535557,3637248,5753,1776,111,-74.77165,0.009186721159494482,-1.8462059233570472e-05,1.5561896957457066,-87.564575,0.06873705156613141,-0.00047418013418791815,1.6812266521155834,,,0.95,0.85,1.2586670641110667,1.2547029887894579,1.308868037690321,0.0,-100.548416,2750.8152301372193,-74.77165
23,1784617404.9865513,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.400844349060208,,6.245035265106708,,9.790944324806333,,0.9257450024597347,,4.05046350392513,,2.1275733483489603,,4.930314431898296,,8.0625,-0.351816326379776,-0.004586863913573325,0.16068230953533202,1.5215927101671696,3801088,5986,1856,116,-62.29116,0.010020995952072554,3.46701308444608e-05,1.3694005265831948,-90.78789,0.023505203321110456,-0.0006458439820562489,1.5346666857600213,,,0.95,0.85,1.2540416373875298,1.1465348225572356,0.714431207629741,0.0,-96.4953,2714.114219955421,-62.29116
24,1784617464.9428716,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.779752884060144,,5.74852881859988,,9.409375513903797,,1.0905984335695393,,3.7952098677051254,,1.7073364085517824,,4.73550709662959,,7.875,-0.5849330425262451,-0.007007781183347106,0.15131254866719246,1.5362894870340824,3964928,6244,1936,121,-53.448814,0.005496408621547743,-0.0014094767197093462,1.2115999273955822,-103.64406,0.03874683959875256,9.45357147429604e-05,1.3205859377980231,,,0.95,0.85,1.2757145154049006,1.343551804047427,0.6763363179227222,0.0,-80.802475,2732.6565596175915,-53.448814
25,1784617528.356924,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.270137295126915,,5.5190027095377445,,9.36149001866579,,0.8573067194083706,,3.803522475180216,,1.7981206802651286,,4.7951234735082835,,7.625,-0.8067379593849182,-0.0019436804577708244,0.20069581363350153,1.545174416154623,4128768,6524,2016,126,-51.27486,0.005251471778319683,-0.0012685231544310228,1.044088490307331,-89.240875,0.06964436650741845,-0.0006064929650165141,1.1636113971471786,,,0.95,0.85,1.3685217047662832,1.3796306021090516,0.8473694199362547,0.0,-57.801857,2583.652674094733,-51.27486
26,1784617589.1541157,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.379362919833511,,6.187888984619349,,9.859863019548357,,1.1845591658493504,,4.193743869662285,,2.1621487606316805,,4.945611535600619,,8.3125,-0.776214063167572,-0.0056121619418263435,0.35482884431257844,1.5476746931672096,4292608,6787,2096,131,-57.4255,0.008401261921972037,0.0003824724743026309,0.9088082380592823,-78.96956,0.05243222187273204,-0.0006873006685054861,1.0361302502453327,,,0.95,0.85,1.3088681423287798,1.212251552609673,1.0169476241248008,0.0,-87.04323,2694.8614225348542,-57.4255
27,1784617650.7829738,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.726355236489326,,6.6708139115944505,,9.984704343602061,,1.2170076419133693,,4.305848185904324,,2.399462554138154,,4.961020383518189,,8.75,-0.8424815535545349,0.0016584666445851326,0.29696114640682936,1.5491045489907265,4456448,7044,2176,136,-58.447765,0.010097502922872082,-0.00011941325792577117,0.754882761836052,-85.402855,0.05544194709509611,7.440295303240418e-05,0.8859309431165456,,,0.95,0.85,1.4161547246857729,1.4403585689807947,1.0821430450541183,0.0,-77.73803,2658.4947447660684,-58.447765
28,1784617708.3552473,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.524903506971896,,5.802334307692945,,9.616993063595146,,0.8593634333228692,,3.9497397509403527,,1.935578047297895,,4.747151042800397,,7.8125,-1.2548856735229492,-0.012747578148264438,0.3900063307955861,1.5469518601894379,4620288,7305,2256,141,-62.655975,0.012270226422697306,0.000256632126547629,0.6368711963295937,-79.503525,0.06159156758803874,0.00022047401289455594,0.7211468979716301,,,0.95,0.85,1.3367406559882071,1.470488943549149,0.8304337717961678,0.0,-101.172195,2845.8145987412495,-62.655975
29,1784617766.6995637,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.683618634007871,,5.446282265242189,,9.423262802418321,,0.7937692981213331,,3.7462348891422153,,1.8167112567462027,,4.745188440661877,,7.375,-0.7323179244995117,-0.01071479544043541,0.2021837057545781,1.5464228391647339,4784128,7556,2336,146,-54.993294,0.008114172650675756,0.0012867191733676008,0.5243892692029476,-95.33806,0.046648913656827065,0.0012741363287204876,0.6151455383747816,,,0.95,0.85,1.4008388326667378,1.6282437482236936,0.8115444315000326,0.0,-70.32457,2808.1566387662924,-54.993294
30,1784617826.794857,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.877903318032622,,5.807347688125446,,9.766174725606106,,0.9742154431878589,,4.065600465168245,,1.8156412934185937,,4.860836230509449,,8.0,-1.090165615081787,0.0002762250369414687,0.3216098891571164,1.5426708869636059,4947968,7836,2416,151,-55.28675,0.006853529247746337,0.0013036522221227642,0.38824743367731573,-74.56704,0.06104509504511953,0.0005827632528962567,0.4888606550171971,,,0.95,0.85,1.67469400088758,1.5195294174888603,0.6415613745428375,0.0,-102.21126,2726.3366722732426,-55.28675
31,1784617886.9823253,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,8.718328221701086,,6.364201457239687,,9.94724721671082,,1.163336742669344,,4.3161228355020285,,2.095624695997685,,4.904673760291189,,8.4375,-0.8954581618309021,-0.0051674157730303705,0.2630713558755815,1.5419107042253017,5111808,8089,2496,156,-51.600178,0.009529990650480612,-0.0003993467049440369,0.2922852825373411,-79.67551,0.05061025526374578,0.0020543916354654355,0.362878075055778,,,0.95,0.85,1.2036994501861222,1.8023668415887246,0.7143203191592387,0.0,-79.61409,2722.161385389608,-51.600178
32,1784617947.319732,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.34228848386556,,5.533000290219206,,9.471009083092213,,0.9174264520625002,,3.8982473565265536,,1.7251178353326395,,4.731977608520538,,7.25,-1.4466848373413086,0.00033631332917138934,0.5606374302878976,1.5438135229051113,5275648,8309,2576,161,-49.64112,0.007741839301888831,0.0003202297601092141,0.17631419263780118,-88.27074,0.07744117970578372,-0.0001990787495742552,0.23748506102710962,,,0.95,0.85,1.5393910058788762,1.5743812808719169,1.1252545815894246,0.0,-74.95555,2715.3975045180878,-49.64112
33,1784618007.8420122,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.828131938353181,,5.89870529063046,,9.685019421391189,,0.9132093237712979,,3.92848605371546,,1.9270028931787238,,4.730368931312114,,7.8125,-0.7478176951408386,-0.001054975960869342,0.17273368733003736,1.550851546227932,5439488,8539,2656,166,-42.740288,0.013423871860140935,0.000924075949296821,0.04743793159723282,-60.490135,0.027214431698666885,-9.004660387290642e-05,0.15533177377656102,,,0.95,0.85,1.451138316423948,1.483627995668357,1.1040985425272878,0.0,-71.39931,2707.102976346989,-42.740288
34,1784618070.225232,,8.0,,8.0,,6.0,,6.0,,10.0,,10.0,,1.0,,1.0,,4.0,,4.0,,2.0,,2.0,,5.0,,5.0,,8.0,,8.0,,7.980057477019727,,6.431439572013915,,9.575396159663796,,1.0512806323822588,,3.9329878132557496,,1.9683539064135402,,4.761754857376218,,8.0,-0.48516416549682617,-0.01201770716579631,0.11347180546727031,1.5471999794244766,5603328,8756,2736,171,-29.771694,0.004839649517089128,-0.0002507849232642911,-0.09750944375991821,-54.9971,0.016117752555874176,0.0016212038448429667,0.035733087360858916,,,0.95,0.85,1.8678211643566036,1.7786565123255742,0.7104456628990576,0.0,-52.119507,2626.348783793237,-29.771694
