# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_stair_steps,track_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Medium-Eval-v0,test_returns:BipedalWalker-MADS-Medium-Eval-v0,target_agent_return,target_solved_rate,sps
10,1784463714.084815,,5.5678144143894315,,4.14405083283782,,6.548558231443167,,1.2893707130569965,,2.729285091627389,,1.8102898879442364,,3.4309013187885284,,4.125,0.0,0.0,0.0,0.0,1671168,985,816,51,-92.66854,0.06084449072368443,-0.0014286058358266018,4.069140526652336,0,0.0,0.0,0.0,,,0.6794383912341436,0,0,0.0,-87.606186,-87.60618591308594,0.0,2943.3371351779106
11,1784463772.5104709,,4.15813765488565,,1.8281627097167075,,4.969779327511787,,1.3071825494989753,,2.8631753008812666,,1.4573256150470115,,2.788674777839333,,4.75,0.0,0.0,0.0,0.0,1835008,1058,896,56,-95.883286,0.07200947292149067,-0.0013593659386970103,3.882696934044361,0,0.0,0.0,0.0,,,0.7296427353602922,0,0,0.0,-91.23852,-91.23851776123047,0.0,2804.247411475599
12,1784463830.0849571,,5.423040869645774,,3.0466259364038706,,6.082184221595526,,1.6202990483725443,,3.199618710204959,,1.917167956707999,,3.3336513116955757,,5.25,0.0,0.0,0.0,0.0,1998848,1131,976,61,-90.36436,0.06258009958546609,-0.0018565297876193653,3.739165386557579,0,0.0,0.0,0.0,,,0.6907841228138301,0,0,0.0,-88.3741,-88.37409973144531,0.0,2845.7032080085414
13,1784463888.1376052,,4.946392537094653,,4.34285078488756,,7.660940997302532,,2.2606125846505165,,3.3191908057779074,,1.2424009080859832,,2.787558112759143,,5.1875,0.0,0.0,0.0,0.0,2162688,1203,1056,66,-91.447815,0.06932475313078612,-0.0024212762269598897,3.5869838669896126,0,0.0,0.0,0.0,,,0.7590550066587666,0,0,0.0,-87.88967,-87.8896713256836,0.0,2822.265684265737
14,1784463945.7890615,,4.983767531812191,,2.815576179709751,,6.752418372780085,,1.1487720535660628,,3.1137400027364492,,1.4269692864036188,,3.2715782057493925,,4.375,0.0,0.0,0.0,0.0,2326528,1275,1136,71,-98.26215,0.06380397235043347,-0.0005163661073311232,3.4960345298051836,0,0.0,0.0,0.0,,,0.8159890376945909,0,0,0.0,-94.91723,-94.91722869873047,0.0,2841.9088452664478
15,1784464006.0538218,,5.162509786896408,,3.5404939483851194,,6.494739446789026,,1.3003439584281296,,2.6070492761209607,,1.431214303302113,,3.203636254183948,,3.9375,0.0,0.0,0.0,0.0,2490368,1350,1216,76,-91.74479,0.06574236925225704,-0.0008824900636682287,3.403225338459015,0,0.0,0.0,0.0,,,0.8398788217988372,0,0,0.0,-93.88064,-93.8806381225586,0.0,2718.669307198439
16,1784464064.4137075,,5.744824390858412,,4.072401825542329,,7.498322324827313,,1.8727966758888215,,3.3361038472503424,,1.9713965797564015,,3.3525386010296643,,5.75,0.0,0.0,0.0,0.0,2654208,1426,1296,81,-86.139534,0.0735106315696612,-0.0018161156112910248,3.2845118597149847,0,0.0,0.0,0.0,,,0.8731423136393733,0,0,0.0,-86.49868,-86.4986801147461,0.0,2807.405414564912
17,1784464124.1063342,,5.383770894259214,,3.7136755790561438,,6.124269738793373,,1.2007329461630434,,2.3358329944312572,,1.0647813853574917,,2.7688575722277164,,5.6875,0.0,0.0,0.0,0.0,2818048,1500,1376,86,-87.776215,0.08070299034006893,-0.0011552612988452893,3.1338052630424498,0,0.0,0.0,0.0,,,0.9118630215351227,0,0,0.0,-73.504364,-73.50436401367188,0.0,2744.728842624872
18,1784464183.9103413,,3.910119943320751,,3.693223453592509,,7.180336210876703,,1.3857892667874694,,3.2664077798835933,,1.0411931644193828,,2.9033852741122246,,5.1875,0.0,0.0,0.0,0.0,2981888,1579,1456,91,-92.41976,0.07737994024064392,-0.0008747377345571294,2.993038509786129,0,0.0,0.0,0.0,,,0.9526621872302161,0,0,0.0,-98.90011,-98.90010833740234,0.0,2739.615954725539
19,1784464244.2959974,,4.506124623585492,,2.898035479011014,,6.0182133782655,,1.6003041491057957,,2.810236383229494,,1.720597847015597,,3.338877046480775,,4.1875,0.0,0.0,0.0,0.0,3145728,1658,1536,96,-90.68047,0.07610238853376358,-0.0010263282849336975,2.9026060506701468,0,0.0,0.0,0.0,,,0.947807960149548,0,0,0.0,-79.78452,-79.7845230102539,0.0,2713.225881621506
20,1784464303.8185637,,4.505817308090627,,3.0984776839613914,,5.091364616528153,,1.261126039607916,,2.4412246816791594,,1.518432297743857,,3.23160742293112,,5.0,0.0,0.0,0.0,0.0,3309568,1737,1616,101,-88.57282,0.07620945449452847,-0.001896632394345943,2.7812034621834756,0,0.0,0.0,0.0,,,0.9798240574761176,0,0,0.0,-82.84555,-82.84555053710938,0.0,2752.569919243083
