# _tick,_time,plr_track_ground_roughness,track_ground_roughness,plr_track_student_ground_roughness,track_student_ground_roughness,plr_track_pit_gap_low,track_pit_gap_low,plr_track_student_pit_gap_low,track_student_pit_gap_low,plr_track_pit_gap_high,track_pit_gap_high,plr_track_student_pit_gap_high,track_student_pit_gap_high,plr_track_stump_height_low,track_stump_height_low,plr_track_student_stump_height_low,track_student_stump_height_low,plr_track_stump_height_high,track_stump_height_high,plr_track_student_stump_height_high,track_student_stump_height_high,plr_track_stair_height_low,track_stair_height_low,plr_track_student_stair_height_low,track_student_stair_height_low,plr_track_stair_height_high,track_stair_height_high,plr_track_student_stair_height_high,track_student_stair_height_high,plr_track_stair_steps,track_stair_steps,plr_track_student_stair_steps,track_student_stair_steps,plr_track_ued_ground_roughness,track_ued_ground_roughness,plr_track_ued_pit_gap_low,track_ued_pit_gap_low,plr_track_ued_pit_gap_high,track_ued_pit_gap_high,plr_track_ued_stump_height_low,track_ued_stump_height_low,plr_track_ued_stump_height_high,track_ued_stump_height_high,plr_track_ued_stair_height_low,track_ued_stair_height_low,plr_track_ued_stair_height_high,track_ued_stair_height_high,plr_track_ued_stair_steps,track_ued_stair_steps,mean_env_return,adversary_env_pg_loss,adversary_env_value_loss,adversary_env_dist_entropy,steps,total_episodes,total_seeds,total_student_grad_updates,mean_agent_return,agent_value_loss,agent_pg_loss,agent_dist_entropy,mean_adversary_agent_return,adversary_value_loss,adversary_pg_loss,adversary_dist_entropy,kl_loss_advagent_agent,kl_loss_agent_advagent,dps_lambda_skill,dps_lambda_target,agent_grad_norm,adversary_grad_norm,adversary_env_grad_norm,solved_rate:BipedalWalker-MADS-Medium-Eval-v0,test_returns:BipedalWalker-MADS-Medium-Eval-v0,sps,target_agent_return
10,1784616620.9315183,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.136463389266282,,4.302977304207161,,6.315691682044417,,0.6449287555587944,,1.9951848938362673,,0.7006700242054649,,2.180045075772796,,4.25,0.022907987236976624,-0.006820308102760464,0.044437067524995655,1.4565718732774258,1671168,3946,816,51,-111.43711,0.00955051482305862,-0.0009294700401369482,4.0836888462305065,-117.57223,0.02203091245610267,-0.0022422324851504526,4.1247543632984165,,,0.95,0.88,0.5293782376169576,0.5279505540852565,0.8178837639202005,0.0,-122.340164,2792.051782708609,-111.43711
11,1784616679.6899014,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.178163638338447,,3.9271804697345942,,5.861023058416322,,0.6997282438678667,,1.9945435071458633,,0.4203961819293909,,2.163927231100388,,4.125,-0.09745274484157562,-0.006832320359535515,0.04251387086696923,1.456528402864933,1835008,4137,896,56,-107.27499,0.004561476945673349,-0.0013496573592419736,3.869291678071022,-113.43164,0.024736654316075146,-0.0013383805329794996,3.9070384025573732,,,0.95,0.88,0.5910099897556307,0.5920149122647805,0.7251905360191391,0.0,-95.67903,2788.3654764973844,-107.27499
12,1784616740.5441308,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.325680614914745,,4.184977079741657,,6.086834567424376,,0.5642255207567359,,2.0920459012850188,,0.6938408432106371,,1.9263902451784816,,4.25,0.009032411500811577,-0.007457281637471169,0.12100434897001833,1.4592209942638874,1998848,4354,976,61,-102.51076,0.009957246162230149,-0.001365364506636979,3.6655570909380915,-107.75543,0.02310774111538194,-0.0016688415300450288,3.711531566083431,,,0.95,0.88,0.57185989671295,0.5923822668681854,1.2674639986543506,0.0,-96.8828,2692.3339851686073,-102.51076
13,1784616803.0355918,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.645907376892865,,4.878949899692088,,6.475577301054727,,0.8233619420207106,,2.3809297698899172,,0.871273685421329,,2.423758575343527,,4.5625,-0.4990912675857544,-0.0062388122314587235,0.2355281892232597,1.457891944795847,2162688,4639,1056,66,-96.49398,0.04329970359103754,-0.0006754091649781912,3.496728652715683,-105.85311,0.053081036848016086,-0.002155364819918759,3.5463945418596268,,,0.95,0.88,0.634266254429839,0.6760073428447644,1.3129943975426615,0.0,-79.39541,2621.7994991770697,-96.49398
14,1784616862.7270715,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.2726167677901685,,3.3983613461023197,,5.898464894620702,,0.713873401080491,,1.8296563767071348,,0.5237855231098365,,1.8524551619775593,,3.75,-0.7191171050071716,-0.011214137601200491,0.2022889880463481,1.4657556377351284,2326528,5049,1136,71,-96.74561,0.047299324278719725,-0.0006059736246243119,3.362416905164719,-89.11697,0.08791514062322676,-0.0015973291927366517,3.3880710169672965,,,0.95,0.88,0.7048538798848818,0.7200976785011678,0.8915855514221911,0.0,-88.79204,2744.778966568957,-96.74561
15,1784616925.6472285,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.3455097428523004,,3.2597105456516147,,5.326755715606851,,0.18267265358008444,,1.4773245024261996,,0.4144437871873379,,1.8249996356898919,,3.625,-0.8683242797851562,-0.005880217184312642,0.3091684062965214,1.4734263643622398,2490368,5607,1216,76,-97.257614,0.045802798646036536,-0.0009797306687687525,3.2658303767442702,-91.74479,0.11689053033478558,-0.0016363509144866838,3.2928660050034524,,,0.95,0.88,0.7285529883924852,0.7818385516009213,1.5553033099749882,0.0,-98.52424,2603.9349523348924,-97.257614
16,1784616988.7928371,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.723654891829938,,4.151065367506817,,6.281519855838269,,0.7992047253064811,,2.041803965868894,,0.7449424811638892,,2.299946082290262,,4.3125,-0.36846864223480225,-0.0017913402407430112,0.1882820987375453,1.4779425710439682,2654208,6193,1296,81,-90.51537,0.07628179211169481,-0.0009290029513067566,3.1586186841130255,-101.03456,0.11226252564229071,-0.000842817171360366,3.1852300629019736,,,0.95,0.88,0.7796179739832609,0.800003663071017,0.6938319802052058,0.0,-91.200264,2594.638203277482,-90.51537
17,1784617050.137987,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,2.6667979424819355,,2.582717934623361,,4.53145594149828,,0.016789908520877368,,1.3076189765706658,,0.02283959882333875,,1.3772208895534277,,3.0,-0.65084308385849,0.004776962799951434,0.22759471507743,1.4830020852386951,2818048,6772,1376,86,-90.90392,0.05165888040792197,8.717137388885021e-05,3.02391302883625,-98.56793,0.09781709839589894,7.997386273927986e-06,3.0680285885930063,,,0.95,0.88,0.7921202331855542,0.8777195597711069,1.8241826674077657,0.0,-96.88718,2670.7896900794294,-90.90392
18,1784617112.2771988,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.4959803372621536,,2.922242261469364,,5.3447747606551275,,0.27997820370364934,,1.5785648405435495,,0.35805116439587437,,1.5769706924911588,,3.3125,-0.3071901202201843,-0.0027580111054703593,0.13717270735651255,1.4897149465978146,2981888,7342,1456,91,-88.86455,0.07235140677075833,-0.0007100038201315328,2.9660574182868005,-92.29234,0.06226500577758998,-0.0007948967009724584,2.9649213954806326,,,0.95,0.88,0.7613715289654166,0.8302949553425908,0.9265077855154393,0.0,-96.07436,2636.6642054743406,-88.86455
19,1784617172.193901,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.8017672581481747,,3.836412334581837,,5.458895944873802,,0.34774529666174203,,1.8920142168644816,,0.33256070083007216,,1.9731439252500422,,3.5625,-0.30708959698677063,-0.0020612982771126553,0.17404060321860015,1.5013747699558735,3145728,7853,1536,96,-94.83675,0.07410476179793477,-0.0008890383222023956,2.8957833364605903,-97.629135,0.0663718780502677,-0.0005970240948954597,2.873536618053913,,,0.95,0.88,0.79206202408535,0.8465192719909606,0.705847894894378,0.0,-98.24478,2734.4587965349906,-94.83675
20,1784617234.5491853,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.447258019354194,,4.293442756403238,,6.749274069472449,,0.7647264461265877,,2.2091457539936528,,0.546491778222844,,2.098838071222417,,4.375,-0.12704825401306152,-0.0039042835705913603,0.11896497500129044,1.5008034892380238,3309568,8262,1616,101,-91.40303,0.05900980937294662,-0.0004519299043749925,2.7685376897454264,-124.39585,0.06772922002710402,2.5387583445990457e-05,2.76254001557827,,,0.95,0.88,0.9418384261570587,0.8762492366871495,0.7646330996560831,0.0,-113.952805,2627.52410231075,-91.40303
21,1784617295.3806124,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.002204559976235,,4.133719074074179,,6.218465000973083,,0.5897885988233611,,2.1804064644966274,,0.6578081616316922,,2.2833521886495873,,4.3125,-0.49206608533859253,-0.006613715784624219,0.10388236562721431,1.5023819208145142,3473408,8725,1696,106,-89.61134,0.05328489004168659,-0.0006500455725472421,2.6335491985082626,-102.5908,0.06983977521304041,-0.001453061297070235,2.6778816103935243,,,0.95,0.88,0.8430399935182322,0.8888353192144092,1.0391662695592356,0.0,-91.98623,2693.3444647484234,-89.61134
22,1784617356.748346,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,5.441378444433212,,5.44460491836071,,7.335782357957214,,1.1677619684487581,,2.57453441247344,,1.0428418526425958,,2.6512099015526474,,4.9375,-0.39817318320274353,0.0011177928536199033,0.1270972730126232,1.5011135712265968,3637248,9122,1776,111,-87.93612,0.027923980727791786,-0.0003484868444502354,2.507038915157318,-94.87536,0.07384903454221785,-0.0005904872254177462,2.548463559150696,,,0.95,0.88,0.9136758234697251,0.9410052012939494,1.4680458369059075,0.0,-89.868614,2669.806937692139,-87.93612
23,1784617417.9537058,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.1025875869672745,,2.908390208845958,,5.247339648194611,,0.13817885692697018,,1.4087390596978366,,0.14594378089532256,,1.538236629916355,,3.25,-0.43635767698287964,-0.004950050439219922,0.14042300055734813,1.5020202361047268,3801088,9423,1856,116,-87.19693,0.03227773944381625,0.0006793323933379725,2.380194729566574,-89.20397,0.06331612167414277,-0.0013958472743979655,2.4157477498054503,,,0.95,0.88,0.9644838435356224,0.9456886013057396,0.7232854262894244,0.0,-111.464516,2676.8911377594486,-87.19693
24,1784617479.856769,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.7687847204506397,,3.464860631211195,,5.255587772233412,,0.3724302649497986,,1.860864350830525,,0.41124993469566107,,1.8936201992910355,,3.625,-0.5588842034339905,-0.001503650564700365,0.06163643387844786,1.509463593363762,3964928,9698,1936,121,-85.825615,0.017612486038706264,-0.00012816028465749695,2.2604865938425065,-94.51576,0.054721544473432006,3.91125024179928e-05,2.2958887815475464,,,0.95,0.88,0.9706866737819837,1.0160717629149172,0.7994318773432052,0.0,-107.61788,2646.7177279364078,-85.825615
25,1784617541.5341668,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.054419317573775,,4.194524118909612,,5.9492340113502,,0.4921721075952519,,2.2534433295950294,,0.7227322429534979,,2.0808108485653065,,4.3125,-0.31818151473999023,-0.011549280723556876,0.05470805850927718,1.5162089727818966,4128768,9943,2016,126,-81.41262,0.021641969156917185,9.659373754402622e-05,2.198824478685856,-86.930984,0.03512039303313941,0.0004391625232528895,2.195231856405735,,,0.95,0.88,0.9037529563622912,1.0906460595322542,1.0569557440999309,0.0,-100.22276,2656.4033728018276,-81.41262
26,1784617602.644738,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,5.249631582759321,,4.847070446237922,,6.878973806742579,,0.8227557295467705,,2.516297029913403,,0.9807061818719376,,2.357383721799124,,4.625,-0.2194405496120453,0.0004172672634012997,0.0750391561887227,1.5128263160586357,4292608,10181,2096,131,-86.422585,0.018896713032154365,-0.00018801452533807607,2.097998483479023,-94.781784,0.052861597808077934,-0.00021126874635228886,2.120141273736954,,,0.95,0.88,0.9844511119488356,1.042509722816866,0.9255552697717929,0.0,-94.65457,2681.0420102872486,-86.422585
27,1784617663.150338,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.187436009058729,,4.063791651162319,,6.280743384035304,,0.6460616097319871,,2.1482579720031936,,0.4621473993174732,,2.019637986086309,,4.25,-0.21131981909275055,-0.0016868198872543871,0.04934476607013494,1.510324515402317,4456448,10433,2176,136,-86.814835,0.018512499384814873,-0.00013226607406977565,2.0263178572058678,-94.361305,0.053354214993305504,-0.0003392253755009733,2.0049175627529623,,,0.95,0.88,0.9398590279293918,1.0882318931284902,0.7436520423549104,0.0,-88.08008,2707.851709923228,-86.814835
28,1784617724.1737416,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,2.603866158053279,,2.8139403120148927,,4.704632951179519,,0.05800032278057188,,1.3049582950770855,,0.038276975974440575,,1.2871035393327475,,3.0625,-0.25467681884765625,-0.0008658780716359615,0.08357797702774405,1.5115915946662426,4620288,10682,2256,141,-77.72753,0.024693089746870102,-0.00018291748856427147,1.941110509634018,-78.07643,0.035620127886068075,-0.00012479382858145981,1.925431839376688,,,0.95,0.88,1.015090163835829,1.0819619527313045,1.0960575178984424,0.0,-82.18847,2684.868542816379,-77.72753
29,1784617785.1381814,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.037113997677807,,3.752455233829096,,5.886985098477453,,0.40337443962926045,,1.8754518957575783,,0.5188220693089534,,1.921255077351816,,3.6875,-0.3799145519733429,-0.011412694118916988,0.08625518530607224,1.5094250291585922,4784128,10914,2336,146,-72.859024,0.009847225061093923,-3.275672643212602e-05,1.817054819315672,-81.492226,0.028346889722160994,8.93748307134956e-05,1.8301664032042027,,,0.95,0.88,0.9558737639408061,1.1116181938229897,0.9805380879851968,0.0,-76.445755,2687.4683028709424,-72.859024
30,1784617848.1258285,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,5.1039077788591385,,4.893028931575827,,6.938063235080335,,1.005040688905865,,2.482878561480902,,1.1037191515788436,,2.44465229625348,,4.8125,-0.43730130791664124,-0.0029779874603264034,0.06812354974681512,1.5125585496425629,4947968,11139,2416,151,-71.07959,0.014380013235495426,-0.00019079562771366908,1.727393750101328,-96.65134,0.0323230879032053,0.0006236602988792583,1.7495463244616984,,,0.95,0.88,1.0836203144657854,1.0794496551529185,0.9179483467188346,0.0,-80.55487,2601.145038328102,-71.07959
31,1784617911.3169065,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.662934549378406,,5.058335349429399,,7.161439081653953,,1.0110764453202137,,2.5962007283233106,,0.8901096694171429,,2.4577193712466396,,4.875,-0.22301894426345825,-0.005151284800376743,0.06766201206482947,1.517316933721304,5111808,11356,2496,156,-71.65434,0.009295096302230377,0.00036012310010846704,1.59468070268631,-84.45073,0.031608842127025125,0.00011324679799145088,1.6589728631079197,,,0.95,0.88,1.0387625159827703,1.116390135366038,0.9147919840254958,0.0,-85.57682,2592.770867407099,-71.65434
32,1784617970.4245868,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,4.295515299309045,,4.340499696903862,,6.519584350578953,,0.6487702724989504,,2.3564842701598536,,0.8634726831951411,,2.0246441224589944,,3.9375,-0.3109809160232544,-0.00619282852858305,0.07103112596087158,1.5121246799826622,5275648,11590,2576,161,-87.90551,0.019992712297243996,0.0005449199525173753,1.5340703487396241,-86.62534,0.019429818139178677,-0.0009351846907520667,1.5541205786168575,,,0.95,0.88,1.0498750168177977,1.1181772667339263,1.139956279311121,0.0,-103.42322,2771.8891396269037,-87.90551
33,1784618034.5917473,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,3.361529746092856,,3.2573729034047574,,5.250923139043152,,0.07241012167651208,,1.8685373435728252,,0.3293152857804671,,1.7229577449033968,,3.25,-0.17365792393684387,-0.006108783534727991,0.10821341525297612,1.516433920711279,5439488,11825,2656,166,-76.30485,0.015227718438836746,6.503954791696742e-05,1.4326812252402306,-81.39989,0.029216330603230745,-0.0004315048819989897,1.4326639644801618,,,0.95,0.88,1.132280866020476,1.1190885609363854,0.9979264114261321,0.0,-71.35622,2553.3322121790648,-76.30485
34,1784618095.5304785,,4.0,,4.0,,4.0,,4.0,,6.0,,6.0,,0.5,,0.5,,2.0,,2.0,,0.5,,0.5,,2.0,,2.0,,4.0,,4.0,,2.6214090168068656,,2.5446379482746124,,4.516109632328153,,0.0,,1.3308630159590393,,0.0,,1.2684443527832627,,3.0,-1.042728304862976,0.0013988700229674578,0.40400198847055435,1.507274765521288,5603328,12093,2736,171,-68.73042,0.012642455316381529,0.0007567726948764175,1.3426849372684955,-76.0193,0.07757886829786002,0.000889110165007878,1.3252188831567764,,,0.95,0.88,1.2280406068052698,1.3350735328041003,2.1835854860278037,0.0,-95.982605,2688.602192774381,-68.73042
